id,texto,textos_originales,autores,pmids,n_autores,n_papers
aff_58c02760b494e4c9,"Systems Neuroscience Group, IFIBIO Bernardo Houssay, CONICET and Universidad de Buenos Aires, Department of Physiology and Biophysics, University of Buenos Aires School of Medicine, Buenos Aires, Argentina 1121.","[""Systems Neuroscience Group, IFIBIO Bernardo Houssay, CONICET and Universidad de Buenos Aires, Department of Physiology and Biophysics, University of Buenos Aires School of Medicine, Buenos Aires, Argentina 1121.""]","[""Belforte J"", ""Murer M"", ""Zold C""]","[""27225760""]",3,1
aff_58c74bc5422daae5,"Instituto de Ciencia y Tecnología de los Alimentos de Entre Ríos (ICTAER-UNER-CONICET), Laboratorio de Neurobiología Experimental, Universidad Nacional de Entre Ríos, 1154 Peron St, Gualeguaychú, Entre Ríos, Argentina.","[""Instituto de Ciencia y Tecnología de los Alimentos de Entre Ríos (ICTAER-UNER-CONICET), Laboratorio de Neurobiología Experimental, Universidad Nacional de Entre Ríos, 1154 Peron St, Gualeguaychú, Entre Ríos, Argentina.""]","[""Taravini I""]","[""41817828""]",1,1
aff_58dd91ae6139cfcc,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio Hematología Investigación, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: goette.nora@lanari.uba.ar.","[""Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio Hematología Investigación, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: goette.nora@lanari.uba.ar.""]","[""Goette N""]","[""38788356""]",1,1
aff_59804d3622cd8c74,"Unidad de Nefrourología Infantil. Hospital Interzonal General Dr. José Penna, Bahía Blanca, 8000 Provincia de Buenos Aires, Argentina. Laura.alconcher.la@gmail.com.","[""Unidad de Nefrourología Infantil. Hospital Interzonal General Dr. José Penna, Bahía Blanca, 8000 Provincia de Buenos Aires, Argentina. Laura.alconcher.la@gmail.com.""]","[""Alconcher L""]","[""29068360""]",1,1
aff_5990a59080f9c536,"Friedrich-Loeffler-Institut/Federal Research Institute for Animal Health, Institute of Molecular Pathogenesis, Jena, Germany.","[""Friedrich-Loeffler-Institut/Federal Research Institute for Animal Health, Institute of Molecular Pathogenesis, Jena, Germany.""]","[""Barth S"", ""Menge C""]","[""29807709""]",2,1
aff_59cff27019488d2a,"Nephrology Service, Hospital Britanico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.","[""Nephrology Service, Hospital Britanico de Buenos Aires, Perdriel 74, 1280 Buenos Aires, Argentina.""]","[""Andrews J"", ""Forrester M"", ""Iriarte R"", ""Lombi F"", ""Paulero M"", ""Pomeranz V"", ""Rengel T"", ""Trimarchi H""]","[""26942026""]",8,1
aff_59d3bcd01f2e7653,"Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Laboratorio de Biología de la Reproducción, IFIBIO Houssay-UBA- CONICET, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Laboratorio de Biología de la Reproducción, IFIBIO Houssay-UBA- CONICET, Buenos Aires, Argentina; Cátedra de Biología Celular y Molecular, Departamento de Ciencias Biológicas, Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Damiano A""]","[""36878143""]",1,1
aff_59d70d8d4a329a0d,"Cardiff University Brain Research Imaging Centre (CUBRIC), School of Psychology and School of Computer Science and Informatics, Cardiff University, Cardiff, UK.","[""Cardiff University Brain Research Imaging Centre (CUBRIC), School of Psychology and School of Computer Science and Informatics, Cardiff University, Cardiff, UK.""]","[""Palombo M""]","[""41040166""]",1,1
aff_5a33851ac515a4c8,"Laboratorio de Memoria, IBCN, UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires C1121ABG, Argentina.","[""Laboratorio de Memoria, IBCN, UBA-CONICET, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires C1121ABG, Argentina.""]","[""Gonzalez M"", ""Villar M"", ""Viola H""]","[""26493441""]",3,1
aff_5a43249c628fabd6,"Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. magali.girard@live.com.ar.","[""Laboratorio de Fisiopatogenia, Departamento de Fisiología, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay-CONICET), Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. magali.girard@live.com.ar.""]","[""Girard M""]","[""28718802""]",1,1
aff_5a513b70fc8f0d0a,"Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires 1121, Argentina.","[""Instituto de Fisiología y Biofísica \""Bernardo Houssay\"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires 1121, Argentina.""]","[""Belforte J""]","[""39855537""]",1,1
aff_5a723dc47d19ac4a,"System Biology Group (SysBio), Institute of Physics of Liquids and Biological Systems (IFLYSIB) CONICET, University of La PlataLa Plata, Argentina; Center for Information Services and High Performance Computing, Technische Universität DresdenDresden, Germany.","[""System Biology Group (SysBio), Institute of Physics of Liquids and Biological Systems (IFLYSIB) CONICET, University of La PlataLa Plata, Argentina; Center for Information Services and High Performance Computing, Technische Universität DresdenDresden, Germany.""]","[""Chara O""]","[""27695468""]",1,1
aff_5ac5df57aa4974a5,"Laboratorio de Investigación Aplicada a las Neurociencias (LIAN), FLENI - CONICET, Belén de Escobar, Argentina.","[""Laboratorio de Investigación Aplicada a las Neurociencias (LIAN), FLENI - CONICET, Belén de Escobar, Argentina.""]","[""Aban C""]","[""30564135""]",1,1
aff_5ad4e32ad814566f,"School of Medicine, Kabale University, Kabale, Uganda.","[""School of Medicine, Kabale University, Kabale, Uganda.""]","[""Dare S""]","[""33519685""]",1,1
aff_5addbefca958a52e,"Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-CONICET-Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina. adamiano@ffyb.uba.ar.","[""Laboratorio de Biología de la Reproducción, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)-CONICET-Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina. adamiano@ffyb.uba.ar.""]","[""Damiano A""]","[""36717499""]",1,1
aff_5aec6476b0938f7b,"IBCN (CONICET), University of Buenos Aires School of Medicine, Buenos Aires, Argentina.","[""IBCN (CONICET), University of Buenos Aires School of Medicine, Buenos Aires, Argentina.""]","[""Caltana L""]","[""42134656""]",1,1
aff_5b17cc643387a3df,"Instituto de Biología Celular y Neurociencia ""Prof. E. De Robertis"" (IBCN), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.","[""Instituto de Biología Celular y Neurociencia \""Prof. E. De Robertis\"" (IBCN), Universidad de Buenos Aires y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.""]","[""Medina J""]","[""35217797""]",1,1
aff_5bcb4fb4b8b3ed23,"Instituto de Investigaciones Farmacológicas (ININFA), Laboratorio de Parkinson Experimental, CONICET - Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina.","[""Instituto de Investigaciones Farmacológicas (ININFA), Laboratorio de Parkinson Experimental, CONICET - Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina.""]","[""Gershanik O"", ""Gomez G""]","[""30746639""]",2,1
aff_5bd39c8480985821,"Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France.","[""Université Paris-Saclay, INRAE, AgroParisTech, MICALIS, Jouy-en-Josas, France.""]","[""Ferrary Americo M"", ""Henry C"", ""Vilela Rodrigues T""]","[""41709136""]",3,1
aff_5c85927a9e37cc3d,"Instituto Leloir, Patricias Argentinas 435, Buenos Aires, Argentina.","[""Instituto Leloir, Patricias Argentinas 435, Buenos Aires, Argentina.""]","[""Boccaccio G"", ""Borrat A"", ""Evangelisti F"", ""Melani M"", ""Perez-Pandolfo S"", ""Peters T"", ""Rodriguez F"", ""Sommario N""]","[""40595449""]",8,1
aff_5c9bc85acb69cb37,"Departamento de Medicina Interna, Servicio de Medicina Pulmonar y Sueño, Hospital Universitario Austral, Pilar, Buenos Aires B1629AHJ, Argentina.","[""Departamento de Medicina Interna, Servicio de Medicina Pulmonar y Sueño, Hospital Universitario Austral, Pilar, Buenos Aires B1629AHJ, Argentina.""]","[""Perez-Chada D""]","[""39074983""]",1,1
aff_5cc17ba9a3be32b3,"Instituto Leloir, Patricias Argentinas 435, Buenos Aires, 1405, Argentina.","[""Instituto Leloir, Patricias Argentinas 435, Buenos Aires, 1405, Argentina.""]","[""Acevedo J"", ""Melani M""]","[""40603573""]",2,1
aff_5d00eb3574c5d1f4,"Universidad de Buenos Aires- CONICET, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA)- DBBE- Facultad de Ciencias Exactas y Naturales, Laboratorio de Reproducción y Fisiología Materno-Embrionaria, Buenos Aires, Argentina.","[""Universidad de Buenos Aires- CONICET, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA)- DBBE- Facultad de Ciencias Exactas y Naturales, Laboratorio de Reproducción y Fisiología Materno-Embrionaria, Buenos Aires, Argentina.""]","[""Barril C"", ""Gualdoni G""]","[""39461007""]",2,1
aff_5d22ed88967c7d0e,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina; Universidad de Buenos Aires-CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay, Buenos Aires, Argentina; Red Iberoamericana de Alteraciones Vasculares en Trastornos del Embarazo, Chillán, Chile.","[""Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina; Universidad de Buenos Aires-CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay, Buenos Aires, Argentina; Red Iberoamericana de Alteraciones Vasculares en Trastornos del Embarazo, Chillán, Chile.""]","[""Damiano A""]","[""41242030""]",1,1
aff_5d7553c4e919cc25,"Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Capurro C"", ""Cocca M"", ""Cutrera N"", ""Di Giusto G"", ""Ford P"", ""Molina Ponce T"", ""Netti V"", ""Politi M""]","[""39485629"", ""42404802"", ""42576265""]",8,3
aff_5e719bbeb4c28df6,"Clínica Médica, Hospital Sor María Ludovica de La Plata, Provincia de Buenos Aires, Argentina.","[""Clínica Médica, Hospital Sor María Ludovica de La Plata, Provincia de Buenos Aires, Argentina.""]","[""Goldaracena P""]","[""36464947""]",1,1
aff_5ebe703ca5ab3d27,"Instituto de Biotecnología, Universidad Nacional de Hurlingham, Villa Tesei, Argentina.","[""Instituto de Biotecnología, Universidad Nacional de Hurlingham, Villa Tesei, Argentina.""]","[""Zerbetto De Palma G""]","[""34293244""]",1,1
aff_5f7ae0b3b37763d6,"Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Vascular Physiology Laboratory, Department of Basic Sciences, Universidad del Bío-Bío, Chillán, Chile; Group of Research and Innovation in Vascular Health (GRIVAS Health), Chillan, Chile. Electronic address: cescudero@ubiobio.cl.","[""Red Iberoamericana de Alteraciones Vasculares en Transtornos del Embarazo (RIVATREM), Chillan, Chile; Vascular Physiology Laboratory, Department of Basic Sciences, Universidad del Bío-Bío, Chillán, Chile; Group of Research and Innovation in Vascular Health (GRIVAS Health), Chillan, Chile. Electronic address: cescudero@ubiobio.cl.""]","[""Escudero C""]","[""36878143""]",1,1
aff_5f7e79808111e878,"Laboratorio De Biología De La Reproducción, Instituto De Fisiología Y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad De Medicina, Universidad De Buenos Aires . Buenos Aires, Argentina.","[""Laboratorio De Biología De La Reproducción, Instituto De Fisiología Y Biofísica Bernardo Houssay (IFIBIO)- CONICET- Facultad De Medicina, Universidad De Buenos Aires . Buenos Aires, Argentina.""]","[""Damiano A""]","[""32482148""]",1,1
aff_6061c4ec47ed9ba5,"Sorbonne Université, UPMC UnivParis06, CNRS, UMR7190, Institut Jean Le Rond d'Alembert, 75005, Paris, France. Electronic address: jose.fullana@upmc.fr.","[""Sorbonne Université, UPMC UnivParis06, CNRS, UMR7190, Institut Jean Le Rond d'Alembert, 75005, Paris, France. Electronic address: jose.fullana@upmc.fr.""]","[""Fullana J""]","[""31521898""]",1,1
aff_6092f8d8af729ff9,"Facultad de Ingeniería, Universidad Católica de Córdoba, CONICET, Córdoba, Argentina. Electronic address: ggonzalez@bdmg.com.ar.","[""Facultad de Ingeniería, Universidad Católica de Córdoba, CONICET, Córdoba, Argentina. Electronic address: ggonzalez@bdmg.com.ar.""]","[""Gonzalez G""]","[""25963416""]",1,1
aff_60d79c5e6658cf61,"Universidad de Buenos Aires (UBA), Facultad de Ciencias Exactas y Naturales (FCEN), Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)-UBA-Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina; UBA, FCEN, Departamento de Fisiología, Biología Molecular y Celular, Buenos Aires, Argentina.","[""Universidad de Buenos Aires (UBA), Facultad de Ciencias Exactas y Naturales (FCEN), Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)-UBA-Instituto de Fisiología, Biología Molecular y Neurociencias (IFIBYNE), Buenos Aires, Argentina; UBA, FCEN, Departamento de Fisiología, Biología Molecular y Celular, Buenos Aires, Argentina.""]","[""Beron de Astrada M""]","[""30300837""]",1,1
aff_60dafe0ed3a8afdd,"Instituto de Fisiología y Biofísica ""Houssay"" - CONICET (IFIBIO), CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Instituto de Fisiología y Biofísica \""Houssay\"" - CONICET (IFIBIO), CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Blake M""]","[""36227397""]",1,1
aff_60f30097ab50e683,"Instituto Cajal, Consejo Superior de Investigaciones Científicas, Madrid, Spain.","[""Instituto Cajal, Consejo Superior de Investigaciones Científicas, Madrid, Spain.""]","[""Garcia-Sanz P"", ""Granado N"", ""Martin A"", ""Moratalla R"", ""Sanz-Magro A"", ""Solis O""]","[""31833146""]",6,1
aff_611932da19df87e0,"Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET, Buenos Aires, Argentina.","[""Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO-Houssay), UBA-CONICET, Buenos Aires, Argentina.""]","[""Gomez Acosta M"", ""Uehara J""]","[""39833563""]",2,1
aff_614740cd77ae0e81,"Center for Mind/Brain Sciences, University of Trento, 38068 Trento, Italy.","[""Center for Mind/Brain Sciences, University of Trento, 38068 Trento, Italy.""]","[""Jovicich J""]","[""36587288""]",1,1
aff_61bccfa9e627bb1a,"CONICET and Laboratorio de Medicina Experimental ""Dr. J Toblli"", Hospital Alemán, Buenos Aires, Argentina.","[""CONICET and Laboratorio de Medicina Experimental \""Dr. J Toblli\"", Hospital Alemán, Buenos Aires, Argentina.""]","[""Quinta H""]","[""34823607""]",1,1
aff_61fbc19f32d41763,"Institute of Physiology and Biophysics Bernardo Houssay 018(IFIBIO Houssay), CONICET, University of Buenos Aires, Buenos Aires, Argentina.","[""Institute of Physiology and Biophysics Bernardo Houssay 018(IFIBIO Houssay), CONICET, University of Buenos Aires, Buenos Aires, Argentina.""]","[""Damiano A""]","[""38089623""]",1,1
aff_620f45ecb4fa96bd,"Department of Biological Science, Faculty of Pharmacy and Biochemistry, University of Buenos Aires, Buenos Aires, Argentina.","[""Department of Biological Science, Faculty of Pharmacy and Biochemistry, University of Buenos Aires, Buenos Aires, Argentina.""]","[""Damiano A""]","[""38089623""]",1,1
aff_6234f24add618aef,"Departamento de Microbiología, Parasitología e Inmunología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.","[""Departamento de Microbiología, Parasitología e Inmunología, Facultad de Medicina, Universidad de Buenos Aires, Buenos Aires, Argentina.""]","[""Jancic C""]","[""34900753""]",1,1
