PMID,Author,Affiliation
39442808,Sacerdoti F,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiopatogenia, Buenos Aires C1121ABG, Argentina; CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires C1121ABG, Argentina."
39442808,Balestracci A,"Unidad de Nefrología, Hospital General de Niños Pedro de Elizalde, Buenos Aires C1270AAN, Argentina."
39442808,Damiano A,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires C1121ABG, Argentina; Universidad de Buenos Aires, Facultad de Ciencias Médicas, Laboratorio de Biología de la Reproducción, Buenos Aires C1121ABG, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires C1113AAD, Argentina."
39442808,Martinez N,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires C1121ABG, Argentina; Universidad de Buenos Aires, Facultad de Ciencias Médicas, Laboratorio de Biología de la Reproducción, Buenos Aires C1121ABG, Argentina."
39442808,Di Giusto G,"CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires C1121ABG, Argentina; Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Buenos Aires C1121ABG, Argentina."
39442808,Amaral M,"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Laboratorio de Fisiopatogenia, Buenos Aires C1121ABG, Argentina; CONICET - Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires C1121ABG, Argentina. Electronic address: mamaral@fmed.uba.ar."
39327159,Vassallu F,"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina."
39327159,Igaz L,"IFIBIO Houssay, Grupo de Neurociencia de Sistemas, Facultad de Medicina, Universidad de Buenos Aires - CONICET, Buenos Aires, Argentina. Electronic address: lmuller@fmed.uba.ar."
39074983,Solano A,"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina."
39074983,Lerner G,"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina."
39074983,Griffa G,"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina."
39074983,Deleglise A,"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina."
39074983,Caffaro P,"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina."
39074983,Riquelme L,"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina."
39074983,Perez-Chada D,"Departamento de Medicina Interna, Servicio de Medicina Pulmonar y Sueño, Hospital Universitario Austral, Pilar, Buenos Aires B1629AHJ, Argentina."
39074983,Della-Maggiore V,"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina vdellamaggiore@fmed.uba.ar."
39074983,Della-Maggiore V,"Department of Neurology and Neurosurgery, McGill University Montreal, Quebec H3A2B4, Canada."
39074983,Della-Maggiore V,"Escuela de Ciencia y Tecnología (ECyT), Universidad Nacional de San Martin, San Martin, Buenos Aires, CP 1650, Argentina."
39055061,Giachini F,"Institute of Biological and Health Sciences, Federal University of Mato Grosso, Barra do Garças, Brazil."
39055061,Hryciw D,"Griffith Institute of Drug Discovery, Griffith University, Brisbane, QLD, Australia."
39055061,Castro-Parodi M,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Depto. de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina."
39055061,Damiano A,"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Depto. de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina."
39055061,Damiano A,"Universidad de Buenos Aires-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina."
38956598,Mayo F,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain."
38956598,Mayo F,"Departamento de Fisiología Médica y Biofísica, Facultad de Medicina, Universidad de Sevilla, 41009, Seville, Spain."
38956598,Gonzalez-Vinceiro L,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain."
38956598,Gonzalez-Vinceiro L,"Departamento de Fisiología Médica y Biofísica, Facultad de Medicina, Universidad de Sevilla, 41009, Seville, Spain."
38956598,Hiraldo-Gonzalez L,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain."
38956598,Hiraldo-Gonzalez L,"Departamento de Fisiología Médica y Biofísica, Facultad de Medicina, Universidad de Sevilla, 41009, Seville, Spain."
38956598,Rodriguez-Gomez F,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain."
38956598,Calle-Castillejo C,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain."
38956598,Mayo M,"Física Teórica, Universidad de Sevilla, Apartado de Correos 1065, 41080, Seville, Spain."
38956598,Netti V,"Facultad de Medicina, Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Universidad de Buenos Aires- CONICET, Instituto de Fisiología y Biofísica ''Bernardo Houssay'' (IFIBIO-HOUSSAY), Buenos Aires, Argentina."
38956598,Ramirez-Lorca R,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain."
38956598,Ramirez-Lorca R,"Departamento de Fisiología Médica y Biofísica, Facultad de Medicina, Universidad de Sevilla, 41009, Seville, Spain."
38956598,Echevarria M,"Instituto de Biomedicina de Sevilla, IBiS/Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Av. Manuel Siurot s/n, 41013, Seville, Spain. irusta@us.es."
38956598,Echevarria M,"Departamento de Fisiología Médica y Biofísica, Facultad de Medicina, Universidad de Sevilla, 41009, Seville, Spain. irusta@us.es."
38950066,Miranda M,"Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-Fundación INECO-Universidad Favaloro, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Silva A,"Laboratorio Bases neuronales del comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Silva A,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Morici J,"Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-Fundación INECO-Universidad Favaloro, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Coletti M,"Laboratorio Bases neuronales del comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Coletti M,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Belluscio M,"Laboratorio Bases neuronales del comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Belluscio M,"CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38950066,Bekinschtein P,"Laboratorio de Memoria y Cognición Molecular, Instituto de Neurociencia Cognitiva y Traslacional, CONICET-Fundación INECO-Universidad Favaloro, Ciudad Autónoma de Buenos Aires, Buenos Aires, Argentina."
38827994,Capurro C,"Departamento de Ciencias Fisiológicas, Laboratorio de Biomembranas, Facultad de Medicina, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-HOUSSAY), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad de Buenos Aires, Buenos Aires, Argentina."
38827994,Sobrevia L,"Cellular and Molecular Physiology Laboratory (CMPL), Division of Obstetrics and Gynaecology, School of Medicine, Faculty of Medicine, Pontificia Universidad Católica de Chile, Santiago, Chile."
38827994,Sobrevia L,"Tecnologico de Monterrey, Institute for Obesity Research, School of Medicine and Health Sciences, Monterrey, Mexico."
38827994,Sobrevia L,"Department of Physiology, Faculty of Pharmacy, Universidad de Sevilla, Seville, Spain."
38827994,Sobrevia L,"Medical School (Faculty of Medicine), São Paulo State University (UNESP), São Paulo, Brazil."
38827994,Sobrevia L,"Faculty of Medicine and Biomedical Sciences, University of Queensland Centre for Clinical Research (UQCCR), University of Queensland, Herston, QLD, Australia."
38827994,Larocca M,"Instituto de Fisiología Experimental (IFISE) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Bioquímicas y Farmacéuticas-Universidad Nacional de Rosario, Rosario, Argentina."
38827994,Cremaschi G,"Laboratorio de Neuroinmunomodulación y Oncología Molecular, Instituto de Investigaciones Biomédicas (BIOMED), Pontificia Universidad Católica Argentina (UCA), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Ciudad Autónoma de Buenos Aires, Argentina."
38827994,Vila Petroff M,"Centro de Investigaciones Cardiovasculares Horacio Cingolani, CONICET La Plata, Facultad de Ciencias Médicas, Universidad Nacional de La Plata, La Plata, Argentina."
38788356,Vlachovsky S,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: vlachovsky.sandra@lanari.uba.ar."
38788356,Azurmendi P,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: azurmendi.pablo@lanari.uba.ar."
38788356,Oddo E,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: oddo.elisabet@lanari.uba.ar."
38788356,Rodriguez R,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: rsrodriguez2011@gmail.com."
38788356,Di Ciano L,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: ldiciano@fvet.uba.ar."
38788356,Goette N,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio Hematología Investigación, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: goette.nora@lanari.uba.ar."
38788356,Paz L,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Servicio de Anatomía Patológica, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: paz.leonardo@lanari.uba.ar."
38788356,Silberstein C,"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), Laboratorio de Fisiología Renal, Paraguay 2155, piso 4, Buenos Aires, 1121, Argentina. Electronic address: csilber@fmed.uba.ar."
38788356,Ibarra F,"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), Laboratorio de Fisiología Renal, Paraguay 2155, piso 4, Buenos Aires, 1121, Argentina. Electronic address: fibarra@fmed.uba.ar."
38355584,Merlo S,"Instituto de Fisiología, Biología Molecular y Neurociencias, Consejo Nacional de Investigaciones Científicas y Técnicas and Universidad de Buenos Aires, Buenos Aires, Argentina."
38355584,Merlo S,"Instituto de Fisiología y Biofísica Bernardo Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas and Universidad de Buenos Aires, Buenos Aires, Argentina."
38355584,Merlo S,"Laboratorio Bases Neuronales del Comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
38355584,Belluscio M,"Instituto de Fisiología y Biofísica Bernardo Houssay, Consejo Nacional de Investigaciones Científicas y Técnicas and Universidad de Buenos Aires, Buenos Aires, Argentina."
38355584,Belluscio M,"Laboratorio Bases Neuronales del Comportamiento, Departamento de Ciencias Fisiológicas, Facultad de Ciencias Médicas, Universidad de Buenos Aires, Buenos Aires, Argentina."
38355584,Pedreira M,"Instituto de Fisiología, Biología Molecular y Neurociencias, Consejo Nacional de Investigaciones Científicas y Técnicas and Universidad de Buenos Aires, Buenos Aires, Argentina."
