Affiliation,N_records,N_papers,N_authors
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina. Electronic address: adamiano@ffyb.uba.ar.",1,1,1
"Universidad de Buenos Aires, Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires, 1121, Argentina.",5,1,5
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina. Electronic address: gmurer@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Grupo de Neurociencia de Sistemas, 2155 Paraguay Street, Buenos Aires 1121, Argentina.",1,1,1
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Bernardo Houssay, Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina.",3,1,3
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina. Electronic address: rcutrera@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO), Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, CONICET, Instituto de Bioquímica y Medicina Molecular (IBIMOL), Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Laboratorio de Biología de la Reproducción, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Química Biológica, Laboratorio de Biosensores y Bioanálisis, IQUIBICEN UBA-CONICET, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Fisiología, Biología Molecular y Celular ""Dr. Héctor Maldonado"", Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)-CONICET, Facultad de Medicina, Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires, Departamento de Ciencias Biológicas, Cátedra de Fisiopatología, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina; Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Fisiología y Biofísica (IFIBIO). Departamento de Ciencias Fisiológicas, Facultad de Medicina, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina. Electronic address: jmiquet@qb.ffyb.uba.ar.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de lnvestigaciones Científicas y Técnicas, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Departamento de Química Biológica, Facultad de Farmacia y Bioquímica, Buenos Aires, Argentina.",9,1,9
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Instituto de Fisiología y Biofísica Bernardo Houssay (UBA-CONICET-IFIBIO), Facultad de Medicina, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Grupo de Neurociencia de Sistemas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO HOUSSAY), Facultad de Medicina, Ciudad Autónoma de Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), Laboratorio de Fisiología Renal, Paraguay 2155, piso 4, Buenos Aires, 1121, Argentina. ibarraf@hotmail.com.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina.",3,1,3
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET). Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina. ibarraf@hotmail.com.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET). Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina.",3,1,3
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ''Houssay"" (IFIBIO), Laboratorio de Neurofisiopatología, Facultad de Medicina, Paraguay 2155 piso 7, 1121, Buenos Aires, Argentina. jogol@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ''Houssay"" (IFIBIO), Laboratorio de Neurofisiopatología, Facultad de Medicina, Paraguay 2155 piso 7, 1121, Buenos Aires, Argentina.",3,1,3
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ''Houssay"" (IFIBIO), Laboratorio de Neurofisiopatología, Facultad de Medicina, Paraguay 2155 Piso 7, 1121, Ciudad de Buenos Aires, Argentina. Electronic address: jogol@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Laboratorio de Neurofisiopatología, Facultad de Medicina, Argentina.",3,1,3
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, Argentina. Electronic address: jogol@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica ""Houssay"" (IFIBIO), Facultad de Medicina, Universidad de Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Estudios Farmacológicos y Botánicos (UBA-CONICET-CEFYBO), Facultad de Medicina, Buenos Aires, Argentina. Electronic address: tomasetch@gmail.com.",1,1,1
"Brighton and Sussex Medical School, University of Sussex, Brighton, United Kingdom.",2,1,2
"Biomedical Research Centre, School of Medicine, Universidad de Valparaíso, Viña del Mar, Chile.",1,1,1
"Biochemistry, Hospital Británico de Buenos Aires, Buenos Aires, Argentina.",4,1,4
"Biochemistry and Molecular Biology, Facultad de Farmacia, Universidad San Pablo-CEU, CEU Universities, Madrid, Spain.",4,1,4
"Behavioural and Clinical Neurosciences Unit, University of Cambridge, Cambridge CB2 3EB, United Kingdom.",1,1,1
"Banting and Best Department of Medical Research, Terrence Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, OT M5S 3E1, Canada.",2,1,2
"Athinoula A. Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, United States of America.",2,1,2
"Athinoula A. Martinos Center for Biomedical Imaging, Department of Radiology, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA.",2,1,2
"Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Fisicoquímica, Buenos Aires, Argentina; CONICET - Universidad de Buenos Aires, Instituto de Bioquímica y Medicina Molecular (IBIMOL), Buenos Aires, Argentina. Electronic address: slarnaiz@ffyb.uba.ar.",1,1,1
"Asociación Lucha contra el Síndrome Urémico Hemolítico (LUSUH), Carlos Pellegrini 781 Piso 8, C1009 CABA, Argentina.",1,1,1
"Alzheimer's Association, Innovation Roundtable, Chicago, Illinois, USA.",1,1,1
"Universidad de Buenos Aires, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina; Universidad de Buenos Aires, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay)-CONICET, Facultad de Medicina, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina. Electronic address: azurmendi.pablo@lanari.uba.ar.",1,1,1
"Universidad de Buenos Aires, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina.",6,1,6
"Universidad de Buenos Aires, Laboratorio Hematología Investigación, Instituto de Investigaciones Médicas A. Lanari, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Servicio de Anatomía Patológica, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina. Electronic address: paz.leonardo@lanari.uba.ar.",1,1,1
"Asociación Lucha contra el Síndrome Urémico Hemolítico (LuSUH), Argentina.",1,1,1
"University of Buenos Aires, Faculty of Medicine, Center of Pharmacological and Botanical Studies [Centro de Estudios Farmacológicos y Botánicos (CEFYBO)-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET)], Buenos Aires, Argentina.",1,1,1
"University of Buenos Aires, CONICET, Institute of Physiology and Biophysics (IFIBIO) Bernardo Houssay, Buenos Aires C1121ABG, Argentina.",4,1,4
"University of Adelaide, Department of Molecular and Cellular Biology, Research Centre for Infectious Diseases, Australia.",2,1,2
"Universidad de Concepcion Departamento de Fisiologia, Concepción, Chile.",1,1,1
"Universidad de Ciencias Médicas de La Habana, Havana, Cuba.",1,1,1
"Universidad de Buenos Aires. Facultad de Medicina. Departamento de fisiología y biofísica. Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET). Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina.",3,1,3
"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina.",4,1,4
"Universidad de Buenos Aires. Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina, and CONICET-Universidad de Buenos Aires, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay), Grupo de Neurociencia de Sistemas, Buenos Aires 1121, Argentina jbelforte@fmed.uba.ar.",1,1,1
"CEFYBO-CONICET, Universidad de Buenos Aires, 2155 Paraguay Street, Piso 16, 1121 Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina.",6,1,6
"Universidad de Buenos Aires-CONICET. Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Facultad de Medicina, Departamento de Ciencias Fisiológicas, Ciudad de Buenos Aires C1121ABG, Argentina vdellamaggiore@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires- CONICET, Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO)- Facultad de Medicina, Laboratorio de Biología de la Reproducción. Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Ciencias Biológicas, Cátedra de Biología Celular y Molecular, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires- CONICET, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA)- DBBE- Facultad de Ciencias Exactas y Naturales, Laboratorio de Reproducción y Fisiología Materno-Embrionaria, Buenos Aires, Argentina. Electronic address: ecebral@hotmail.com.",1,1,1
"Universidad de Buenos Aires- CONICET, Instituto de Biodiversidad y Biología Experimental y Aplicada (IBBEA)- DBBE- Facultad de Ciencias Exactas y Naturales, Laboratorio de Reproducción y Fisiología Materno-Embrionaria, Buenos Aires, Argentina.",2,1,2
"CERVO Brain Research Center, Department of Psychiatry and Neurosciences, Université Laval, Quebec City, Quebec, Canada.",1,1,1
"University of Texas Health Science Center at Houston, Houston, Texas, USA.",1,1,1
"CEFYBO-CONICET, Universidad de Buenos Aires, Buenos Aires, Argentina.",3,1,3
"CEFYBO-CONICET, Universidad de Buenos Aires, Buenos Aires 1121, Argentina. anafranchi2000@gmail.com.",1,1,1
"Universidad de Buenos Aires-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Fisiología y Biofísica Bernardo Houssay (IFIBIO Houssay), Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Facultad de Medicina, Instituto de Fisiología y Biofísica IFIBIO Houssay-CONICET, Argentina.",7,1,7
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Microbiología, Parasitología e Inmunología e Instituto de Microbiología y Parasitología Médica (IMPaM), UBA-CONICET, Paraguay 2155 Piso 12, 1121, Ciudad de Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Fisiología, Buenos Aires, Argentina; Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay-CONICET), Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay) UBA-CONICET, Buenos Aires, Argentina; Universidad de Buenos Aires, Facultad de Medicina, Instituto de Investigaciones Médicas Alfredo Lanari, Laboratorio de Riñón Experimental y Bioquímica Molecular, Buenos Aires, Argentina.",1,1,1
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay) UBA-CONICET, Buenos Aires, Argentina. Electronic address: csilber@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Instituto de Fisiología y Biofísica ""Bernardo Houssay"" (IFIBIO-Houssay) UBA-CONICET, Buenos Aires, Argentina.",2,1,2
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina. Electronic address: gregorio.galinanes@unige.ch.",1,1,1
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina. Electronic address: gmurer@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, Instituto de Investigaciones Médicas A. Lanari, Laboratorio de Nefrología Experimental y Bioquímica Molecular, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Instituto de Investigaciones Médicas A. Lanari, Combatientes de Malvinas 3150, Buenos Aires, 1427, Argentina; Universidad de Buenos Aires, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Facultad de Ciencias Médicas, Departamento de Ciencias Fisiológicas. Instituto de Fisiología y Biofísica B. Houssay (IFIBIO-Houssay), Laboratorio de Fisiología Renal, Paraguay 2155, piso 4, Buenos Aires, 1121, Argentina. Electronic address: fibarra@fmed.uba.ar.",1,1,1
"Universidad de Buenos Aires, Facultad de Medicina, Departamento de Ciencias Fisiológicas, Grupo de Neurociencia de Sistemas, Buenos Aires, Argentina; Universidad de Buenos Aires, CONICET, Instituto de Fisiología y Biofísica (IFIBIO) Houssay, Buenos Aires, Argentina. Electronic address: barbybraz@gmail.com.",1,1,1
